Property Reference Number,Full Property Address,Primary Liable party name,Analysis Code,Account Start Date,Current Rateable Value
177510726010,"Unit Q, Oyo Business Park, Fishers Grove, Portsmouth, Hants, PO6 1RN",N2 (Uk) Ltd,IF3,01/08/2017,12500
177510643710,"Unit Lo1b, North Promenade Building, Gunwharf Quays, Portsmouth, PO1 3TR",Nandos Chickenland Ltd,CR,16/11/2005,149000
177503820110,"69, High Street, Cosham, Portsmouth, PO6 3DA",Nat West Bank Plc,CS1,01/04/1990,30500
177501615010,"130-132, Commercial Road, Portsmouth, PO1 1ES",Nat West Plc,CS1,01/04/1990,131000
177508297710,"G2, Railway Triangle, Walton Road, Portsmouth, PO6 1TQ",National Blood Service,CW,02/04/2002,16750
177506340410,"Multi-Storey Car Park, Paradise Street, Portsmouth, PO1 1SB",National Car Parks Ltd,CP,01/04/1990,282500
177510538710,"Marketway Car Park, Market Way, Portsmouth, PO1 4BX",National Car Parks Ltd,CP,01/04/2005,242000
177504151410,"52, Isambard Brunel Road, Portsmouth, PO1 2BD",National Offender Management Services,CO,01/04/1990,46750
177510180210,"Unit 3.4, Central Point, Kirpal Road, Portsmouth, PO3 6FH",National Probation Service,IF3,24/06/2021,15750
177506965210,"Unit 1, Rodney Road, Southsea, Hants, PO4 8SP",National Tyre Service Ltd,CG1,30/07/2010,36750
177506320610,"68, Palmerston Road, Southsea, Hants, PO5 3PN",National Westminster Bank Plc,CS1,01/04/1990,44500
177500312210,"5-7, Arundel Street, Portsmouth, PO1 1RP",Nationwide Building Society,CS,01/12/2020,39000
177501618210,"208-212, Commercial Road, Portsmouth, PO1 1HG",Nationwide Building Society,CS1,17/01/2008,158000
177503814210,"28, High Street, Cosham, Portsmouth, PO6 3BZ",Nationwide Building Society,CS,01/04/1990,26500
177504992610,"Ground Floor, 70, London Road, Portsmouth, PO2 0LN",Nationwide Building Society,CS,01/04/1990,15250
177504992710,"First Floor, 70, London Road, Portsmouth, PO2 0LN",Nationwide Building Society,CO,13/03/1996,5600
177511763110,"Suite 4-4a, Boyd Suite, Gunwharf Quays, Portsmouth, PO1 3TP",Natives Online Ltd,CO,28/02/2017,31750
177507391410,"Unit 5, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Natty'S Ltd,IF3,01/08/2020,2425
177503563410,"133, Havant Road, Portsmouth, PO6 2AA",Natural Choice Wood Floors Ltd,CS,11/05/2002,12250
177511850210,"Natural Stone & Timber Ltd, Voyager Park North, Portfield Road, Portsmouth, PO3 5FX",Natural Stone & Timber Ltd,IF3,04/07/2011,53500
177505744410,"25, Narvik Road, Portsmouth, PO2 9PN",Naval Under Fives,TX,01/04/2010,1700
177510039310,"27, Finch Road, Southsea, Hants, PO4 9LT",Naval Under Fives,EN1,01/04/2010,2250
177512307110,"Office 58, Block A, Port Way, Port Solent, Portsmouth, PO6 4TZ",Navitas Life Sciences Ltd,CO+,01/05/2020,3700
177590137210,"259, Copnor Road, Portsmouth, PO3 5EE",Neon Numbers Ltd,CS,08/07/2019,9100
177509876510,"R13, North Building, Gunwharf Quays, Portsmouth, PO1 3TT",Nero Holdings Ltd,CR,01/04/2021,59500
177512120410,"F7, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Nest Business Coaching Limited,CO,13/08/2018,1350
177511641547,"Office 45 Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",New Care 24 Ltd,CO,01/12/2018,1025
177500106010,"Ground Floor, 194, Albert Road, Southsea, Hants, PO4 0JT",New Era Agency Ltd,CS,01/04/2008,7200
177503833110,"Ground Floor, 21, High Street, Portsmouth, PO1 2LP",New Fortune Chinese Restaurant Ltd,CR,01/07/2012,10750
177503831510,"1-3, High Street, Cosham, Portsmouth, PO6 3EJ",New Look Retailers Ltd,CS,15/03/2005,56500
177506319810,"40-42, Palmerston Road, Southsea, Hants, PO5 3QH",New Look Retailers Ltd,CS,20/03/2001,67000
177508953110,"Unit 7, Cascades, Portsmouth, PO1 4RJ",New Look Retailers Ltd,CS,25/08/2015,89000
177500099210,"137, Albert Road, Southsea, Hants, PO5 2SQ",New Star Fast Food Limited,CS,01/02/2020,8200
177505800710,"Unit D2, Nevil Shute Road, Portsmouth, PO3 5RU",Newey & Eyre Ltd,CW,01/04/1990,48000
177503467810,"Basement, 16, Hampshire Terrace, Portsmouth, PO1 2QF",Nexa First Southern Region Limited,CL2,02/10/2017,4950
177510844610,"Unit 101, Cascades, Portsmouth, Hants, PO1 4RP",Next Plc,CS,22/11/2007,312500
177504762510,"Verrecchia Building, Limberline Road, Portsmouth, PO3 5JF",Next Stone Uk Ltd,IF,03/07/2017,28750
177503972910,"Eastney Health Centre, Highland Road, Southsea, Hants, PO4 9HU",Nhs Property Services Ltd,MH1,01/04/2013,36250
177506081610,"Lake Road Health Centre, Nutfield Place, Portsmouth, PO1 4JT",Nhs Property Services Ltd,MH1,01/04/2013,38750
177508099610,"Cosham Health Centre, Vectis Way, Portsmouth, PO6 3AN",Nhs Property Services Ltd,MH1,01/04/2013,42750
177510073600,"John Pounds Surgery, John Pounds Medical Centre, 3, Aylward Street, Portsmouth, PO1 3DU",Nhs Property Services Ltd,MH,01/04/2013,24250
177511595610,"Portsmouth Primary Trust, Building 003, James Callaghan Drive, Portsmouth, PO6 1BE",Nhs Property Services Ltd,CO,01/02/2018,25750
177512044511,"Somerstown  Central Health Centre, Tyseley Road, Southsea, Hants, PO5 4EZ",Nhs Property Services Ltd,MH1,06/06/2016,43000
177512044610,"Special Care Dental Service, Somerstown Central Hub, Tyseley Road, Southsea, Hants, PO5 4EZ",Nhs Property Services Ltd,MH,06/06/2016,14000
177512183510,"Nhs Property Services, St James Hospital, Locksway Road, Southsea, PO4 8LD",Nhs Property Services Ltd,MH2,01/04/2014,360000
177512183710,"Vacant Area, St James Hospital, Locksway Road, Southsea, PO4 8LD",Nhs Property Services Ltd,MH2,25/11/2015,100
177590122910,"First Flr Office 8f, The Pompey Centre, Fratton Way, Portsmouth, PO4 8TA",Nhs Property Services Ltd,CO,01/04/2013,50000
177590123010,"Part 1st Flr 8f, The Pompey Centre, Fratton Way, Portsmouth, PO4 8TA",Nhs Property Services Ltd,CO,01/04/2013,38000
177501170310,"84, Chatsworth Avenue, Portsmouth, PO6 2UQ",Nichola Smith Hair Limited,CS3,12/06/2019,3850
177510538410,"Unit 8d, The Pompey Centre, Fratton Way, Portsmouth, PO4 8TA",Nicholls & Clarke Ltd,CS10,13/08/2007,66000
177511959210,"245-247, Albert Road, Southsea, PO4 0JR",Nicholsons Tapas Restaurants Ltd,CR,11/02/2015,12000
177502878710,"Unit 4, Applied House, Fitzherbert Spur, Portsmouth, PO6 1TT",Nightsearcher Ltd,IF3,28/09/2007,51500
177590004210,"S04/5/6, Nelson Building, Gunwharf Quays, Portsmouth, PO1 3TN",Nike Retail Bv,CS,12/02/2001,260000
177590002010,"Units 1 & 4, Copnor Bridge Business Centre, 2, Milton Road, Portsmouth, PO3 6AP",Nistec Uk Ltd,CG1,14/09/2011,10250
177509021510,"The Warrior Preserva, The Warrior(Berth), Hm Naval Base, Main Road, Portsmouth, PO1 3QX",Nmrn Operations,EM1,01/04/2021,80000
177509021610,"Bldg 57/58/59 , Royal Naval Museum, Main Road, Hm Naval Base, Portsmouth, PO1 3PZ",Nmrn Operations,EM1,01/12/2016,65000
177509022310,"Hms M33 Dry Dock 1, Hm Naval Base, Queen Street, Portsmouth, PO1 3LH",Nmrn Operations,EM1,01/12/2016,10000
177509025910,"Building No. 1/23, Boathouse No.6, College Road, Hm Naval Base, Portsmouth, PO1 3LX",Nmrn Operations,EM1,11/09/2019,156000
177509057710,"Visitors Reception Centre, Hm Naval Base, Main Road, Portsmouth, PO1 3QX",Nmrn Operations,LX,01/04/2017,43250
177509875010,"S18, North Promenade Building, Gunwharf Quays, Portsmouth, PO1 3TR",No Ordinary Designer Label Ltd,CS,12/02/2001,137000
177505826110,"The Mermaid Public House, 222, New Road, Portsmouth, PO2 7RW",Normandie Taverns Limited,CL,01/11/2017,10250
177504933210,"15, London Road, Portsmouth, PO2 0BQ",North End Barber Ltd,CS,01/03/2020,7500
177510743010,"North End Bowling Club, 33-45, Stubbington Avenue, North End, Portsmouth, PO2 0HP",North End Bowling Club Ltd (The),LC1,01/01/2007,8800
177504964010,"285, London Road, Portsmouth, PO2 9HE",North End Clinic Ltd,CO,13/06/2017,4650
177504438110,"220, Kingston Road, Portsmouth, PO2 7LR",Northend International Food Store Ltd,CS,01/06/2020,9600
177504939810,"84, London Road, Portsmouth, PO2 0LZ",Northend Retail Ltd,CS,02/01/2013,28750
177501615510,"146, Commercial Road, Portsmouth, PO1 1EX",Northern Ireland Lgo Superannuation Committee,CS,01/12/2021,160000
177501626010,"First Floor Front, 146, Commercial Road, Portsmouth, PO1 1EX",Northern Ireland Lgo Superannuation Committee,CO,06/08/2021,6500
177511589910,"Goals Soccer Centre, Tangier Road, Portsmouth, PO3 6QA",Northwind 5s Ltd,LX,01/11/2019,99500
177503563210,"129-131, Havant Road, Portsmouth, PO6 2AA",Northwood Portsmouth Limited,CS,01/08/2005,20000
177512306410,"Office 51, Block A, Port Way, Port Solent, Portsmouth, PO6 4TZ",Nova Planning Limited,CO,01/08/2020,3200
177503446610,"Harbour House, Hamilton Road, Portsmouth, PO6 4PU",Novatech Limited,CW,04/01/1999,209000
177512063610,"Ground Floor Unit , 18, Limberline Spur, Portsmouth, PO3 5HJ",Now Build It Ltd,IF3,22/05/2018,8000
177501615910,"151, Commercial Road, Portsmouth, PO1 1BU",Nt Property Nominees 1a Limited,CS,25/04/2020,106000
177505996010,"Nuffield Health Fitness & Wellbeing, Northern Parade, Portsmouth, PO2 9PB",Nuffield Health Ltd,LC2,01/01/1998,168000
177502827410,"Number Four Boutique Hotel, 69, Festing Road, Southsea, Hants, PO4 0NQ",Number 4 Hotel Ltd,CH2,25/02/2013,11750
177503279310,"The Italian Bar & Grill, 30, Great Southsea Street, Southsea, Hants, PO5 3BY",Number 73 Bars Ltd,CL,18/12/2020,23500
177506064810,"2, Wholesale Meat Centre, Norway Road, Portsmouth, PO3 5HT",Nurture Them Naturally Ltd,CW,10/12/2020,25500
177505985110,"Unit 9, Acorn Business Centre, Northarbour Road, Portsmouth, PO6 3TH",N-Viro Ltd,CO,08/11/2011,34250
177511964010,"Suite D 5, Acorn Business Centre, Northarbour Road, Portsmouth, PO6 3TH",N-Viro Ltd,CO,05/08/2019,8700
177504943510,"113, London Road, Portsmouth, PO2 0BN",Nyewood Healthcare Ltd,CS,01/04/1990,14000
177506525010,"19-20, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",O Sole Mio Port Solent Ltd,CR,01/12/2018,30250
177512102210,"O2 (6952) Site, 103, Commercial Road, Portsmouth, PO1 1BG",O2  Uk Ltd,MT1,01/04/2010,2500
177512103110,"O2 (64030), 2, Guildhall Walk, Portsmouth, Hants, PO1 2DD",O2  Uk Ltd,MT1,01/06/2012,2500
177507275010,"Units 9-10, Challenge Enterprise Centre, Sharps Close, Portsmouth, PO3 5RJ",Oaklea Solutions Limited,CO,01/08/2021,8500
177510523210,"Unit 9a, Fitzherbert Spur, Portsmouth, Hants, PO6 1TT",Oakworth Furniture Limited,IF3,01/09/2012,19000
177506046310,"Highcliffe, 90, Northern Road, Portsmouth, PO6 3ER",Oasis Dental Care Ltd,MH,01/04/2015,16500
177506319310,"32, Palmerston Road, Southsea, Hants, PO5 3QH",Obsouthsea Limited,CR1,26/03/2019,37000
177510354510,"Fairfield House, 47-51 , Kingston Crescent, Portsmouth, PO2 8AA",Oby Consultants Ltd,CO,03/09/2019,129000
177505638310,"Unit 10, Mitchell Way, Portsmouth, PO3 5PR",Ocean Planet Limited,IF,20/11/2020,21750
177501153010,"21-23, Charlotte Street, Portsmouth, PO1 4AH",Ocean2 Entertainment Ltd - Dissolved,CS,29/09/2014,8400
177506224610,"61, Osborne Road, Southsea, Hants, PO5 3LS",Ocho Steakhouse Ltd,CR,19/04/2018,12750
177512190710,"F4-F5, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",October Consultancy Limited,CO,01/03/2021,3600
177506526210,"Multiplex Cinema, Port Way, Portsmouth, PO6 4TS",Odeon Cinemas Limited,LT,10/12/1992,250000
177503839710,"The Wellington Public House, 62, High Street, Portsmouth, PO1 2LY",Old Portsmouth Pub Company Limited,CL,01/08/2021,25000
177511874210,"Yard, 2a, Old Reservoir Road, Portsmouth, PO6 1SU",Old Reservoir Road Limited,IF3,01/04/2019,2150
177507203010,"5, Selbourne Terrace, Portsmouth, PO1 5AL",Oliverball Property Ltd,CS,01/02/2021,2450
177505369610,"31, Marmion Road, Southsea, Hants, PO5 2AT",Olivers Estate Agents Ltd,CS,01/03/2005,19500
177501612910,"105, Commercial Road, Portsmouth, PO1 1BN",Om Properties Investment Company Ltd,CS,18/06/2010,48000
177590026910,"First Floor / Second, 105, Commercial Road, Portsmouth, PO1 1BN",Om Properties Investment Company Ltd,CO,02/03/2021,19500
177502653110,"Lockup Garage, No. 62, Exmouth Road, Southsea, Hants, PO5",Omega (After Alpha) Limited,CW3,18/06/2019,2125
177510659610,"3, St Georges Business Centre, St Georges Square, Portsmouth, PO1 3EY",Omh Enterprises Ltd,CO,01/08/2021,33250
177506524311,"3 - 6, The Quarterdeck, Port Way, Portsmouth, PO6 4TP",Omnia Environmental Consulting (South) Ltd,CO,03/07/2019,29750
177512149210,"Oliver Haggard Ltd, Lansdowne Street, Southsea, Hants, PO5 4FA",Ompd Ltd,CO,01/09/2015,1875
177500168410,"215-217, Allaway Avenue, Portsmouth, PO6 4HG",One Stop Stores Ltd,CS,01/04/1990,19000
177501289310,"121-123, Chichester Road, Portsmouth, PO2 0AQ",One Stop Stores Ltd,CS6,11/11/1991,13500
177501682310,"150-154, Copnor Road, Portsmouth, PO3 5BZ",One Stop Stores Ltd,CS,26/10/1998,20750
177503715510,"251-253, Hayling Avenue, Portsmouth, PO3 6DZ",One Stop Stores Ltd,CS,16/09/2013,12000
1775900968,"A4, Mountbatten Business Park, Jackson Close, Portsmouth, PO6 1US",Online Cleaning Uk Ltd,CWO,18/09/2013,22250
177512119810,"G22 & G23, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",On-Site Connect Limited,CO,01/09/2021,2225
177511641517,"Office 10, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",On-Site Contract Services Limited,CO,01/02/2021,3800
177511641518,"Office 11, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",On-Site Finance Limited,CO,01/02/2022,3800
177511641552,"Office 50, Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",On-Site Group Global Limited,CO,01/02/2021,10750
177511641522,"Office 15 Trafalgar House, 223, Southampton Road, Portsmouth, PO6 4PY",On-Site Recruitment Limited,CO,01/02/2021,1025
177503110610,"1, Gladstone Place, Portsmouth, PO2 7BL",Opass Group Ltd,CS,14/01/2022,5300
177511943910,"220d, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Open World Avia Limited,IF3,01/08/2018,520
177509796210,"Unit 6, Enterprise Centre, Quartremaine Road, Portsmouth, PO3 5QT",Options Day Service Ltd,IF3,01/04/2011,9700
177505637910,"Unit 6, Mitchell Way, Portsmouth, PO3 5PR",Orbility Limited,CW,07/07/2018,28250
177511652621,"Pt 1st & 2nd - 3rd Floor, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CO,26/03/2021,92500
177511677220,"1st Flr L/H Rear Small Office, Norman House, Kettering Terrace, Portsmouth, PO2 7SB",Orbit Portsmouth Ltd,CO,17/12/2016,1775
177512293210,"Parking Space 10 Cpa, 2nd Floor, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,300
177512293310,"Parking Space 13 Cpa, 2nd Floor, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,300
177512293410,"Parking Space 7 Cpb, 1st Floor Lhs Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,300
177512293510,"Parking Spaces 1-3 & 11-12 Cpa, 2nd Floor, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,1500
177512293610,"Parking Spaces 12-17 Cpb, 3rd Floor, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,1800
177512293710,"Parking Spaces 14-18 Cpa, Part 1st Floor, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,1500
177512293810,"Parking Spaces 18-26 Cpb, Ground Floor, Lhs, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,2700
177512293910,"Parking Spaces 4-9, Adj 1st Floor, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,1800
177512294010,"Parking Spaces 8-11 Cpb, Ground Floor Rhs, Norman House, Kettering Terrace, Portsmouth, PO2 7AE",Orbit Portsmouth Ltd,CP1,26/03/2021,1200
177502720210,"Ground Floor, 19, Fawcett Road, Southsea, Hants, PO4 0BZ",Orchard Blinds (Southsea) Ltd,CS,01/04/2008,7800
177504957810,"233, London Road, Portsmouth, PO2 9HA",Orchid Therapy Ltd,CS,22/07/2016,4850
177507392320,"Unit 17, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Ordervox Ltd,IF3,01/09/2018,2600
177512306910,"Office 56, Block A, Port Way, Port Solent, Portsmouth, PO6 4TZ",Original Talent Recruitment Ltd,CO,01/01/2022,3150
177505368910,"Ground Floor, 24, Marmion Road, Southsea, Hants, PO5 2BA",Orzdee Formations Ltd,CS,02/12/2019,11000
177506227110,"92, Osborne Road, Southsea, Hants, PO5 3LU",Orzdee Formations Ltd,CS,17/04/2014,9300
177506219810,"41, Osborne Road, Southsea, Hants, PO5 3LS",Osborne Health Clinic Ltd,CS,02/10/2020,22000
177502727610,"87, Fawcett Road, Southsea, Hants, PO4 0DB",Oscarsden Ltd,CS,03/11/2008,3400
17751231210,"147, Albert Road, Southsea, PO4 0JW",Oslond Ltd,CS-,01/01/2016,13250
177512312610,"147a, Albert Road, Southsea, Hants, PO4 0JW",Oslond Ltd,CS,01/01/2016,17500
177501620110,"239-241, Commercial Road, Portsmouth, PO1 4BJ",Other World Escapes Ltd,CS,07/09/2018,20250
177512304310,"Office 29, Block A, Port Way, Port Solent, Portsmouth, PO6 4TZ",Otis Limited,CO,15/08/2017,4150
177503818110,"56a, High Street, Cosham, Portsmouth, PO6 3AG",Ottoman Kebab Ltd,CR,01/02/2020,11500
177509911010,"70, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Outdoor And Cycle Concepts Ltd,CS,01/04/2020,114000
177501727010,"Advertisment Rights 3683-01, Adj Walberant Building, Copnor Road, Portsmouth, PO3 5LB",Outdoor Media Management Limited,CA,01/02/2018,4150
177501728510,"Advertisement Rights 3683, Adj Walberant Buildings, Copnor Road, Portsmouth, PO3 5LB",Outdoor Media Management Limited,CA1,14/04/2017,3000
177500634310,"Cross Keys, Birdlip Road, Portsmouth, PO6 4EE",Outrageous Leisure Ltd,CL,06/12/2021,6700
177512190510,"Suite 4, R/O 119, Winter Road, Southsea, Hants, PO4 8DS",Outthere Rpo Ltd,CO+,01/08/2016,2000
177500096110,"121, Albert Road, Southsea, Hants, PO5 2SQ",Overtam Ltd,CS,28/12/2015,8900
177502649510,"34b, Exmouth Road, Southsea, Hants, PO5 2QL",Owl Motor Services Ltd,IF3,01/08/2012,7800
177512242110,"Unit 2, White Heather Garage, Richmond Road, Southsea, PO5 2LN",Owl Motor Services Ltd,IF3,31/05/2016,17250
177506224710,"62, Osborne Road, Southsea, Hants, PO5 3LU",Oxfam,CS,01/04/1990,14500
177507810810,"34-36, Tangier Road, Portsmouth, PO3 6JN",P A Contract Sales Ltd,CS,01/04/2008,9800
177508297910,"G4, Railway Triangle, Walton Road, Portsmouth, PO6 1TQ",P J Chaffin Limited,IF3,27/08/2020,16000
177502305610,"Harbour Side Caravan Site, Eastern Road, Portsmouth, PO3 6QB",P J Estates Ltd,CC1,01/06/2009,16000
177505476710,"Southsea Caravan Activity Park, Melville Road, Southsea, Hants, PO4 9TB",P J Estates Ltd,CC1,01/04/2008,94000
177511801310,"Unit 1, Southsea Works, Rodney Road, Southsea, PO4 8SP",P W Design & Build Ltd,CW3,01/04/2011,6600
177502990310,"234, Fratton Road, Portsmouth, PO1 5HH",Paanchi Portsmouth Ltd,CS,07/01/2019,4250
177508009810,"48a, Tregaron Avenue, Portsmouth, PO6 2NE",Pagemill Ltd,CS3,12/01/2001,6000
177508295210,"Pall Europe-Filter M, Factory, Walton Road, Portsmouth, PO6 1TD",Pall Europe Ltd,IF,13/10/1996,590000
177511471610,"Unit 5, Harbour Gate Business Park, Southampton Road, Paulsgrove, Portsmouth, PO6 4BQ",Pall Europe Ltd,CO,01/06/2013,970000
177501826510,"84, Court Lane, Portsmouth, PO6 2LR",Pallard Contracts Ltd,CO,01/04/1991,6000
177500104310,"176, Albert Road, Southsea, Hants, PO4 0JT",Pallet Project Limited,CS,19/10/2017,4650
177500957010,"1, Burrfields Retail Park, Burrfields Road, Portsmouth, PO3 5LZ",Paloma 1 (Retail 1) Trustee 1 Limited,CS10,26/05/2021,228000
177508954820,"Unit 28, Cascades, Portsmouth, PO1 4RJ",Pandora Jewellery Uk Limited,CS,23/08/2018,58500
177511982610,"Unit 28a, Cascades, Portsmouth, PO1 4RJ",Pandora Jewellery Uk Limited,CW3,13/08/2018,1975
177509929410,"Unit 7, Skill Centre, Limberline Spur, Portsmouth, PO3 5LF",Paper Tech Europe Ltd,IF3,01/04/2003,71000
177509892110,"The Guardhouse, Gunwharf Quays, Portsmouth, PO1 3TP",Parade Tearooms Gunwharf Ltd,CO,06/05/2019,11500
177502466510,"85, Elm Grove, Southsea, Hants, PO5 1JF",Paratha And Chai Ltd,CR,27/07/2020,9900
177505809010,"67-69, New Road, Portsmouth, PO2 7QN",Parham Removals Ltd,CO,07/06/2016,9300
177503563710,"141, Havant Road, Portsmouth, PO6 2AA",Parish Properties Ltd,CS,31/03/2009,14000
177503819110,"62, High Street, Cosham, Portsmouth, PO6 3BD",Parkers Pets Cosham Limited,CS1,01/08/2019,21500
177509727610,"Blueprint 1000, Dundas Spur, Portsmouth, PO3 5RN",Parkway Interiors Ltd,CW,28/04/2016,22750
177503820010,"68, High Street, Cosham, Portsmouth, PO6 3AJ",Parnells Food Outlets Limited,CS,12/02/2020,10000
177509443210,"2, Oyster Industrial Estate, Jackson Close, Portsmouth, PO6 1QN",Partworn Tyres 4u Ltd,IF3,15/07/2014,14000
177502980010,"99, Fratton Road, Portsmouth, PO1 5AG",Party And Print Ltd,CS,01/11/2020,9600
177510040110,"Tram Shelter, Market Square, Gunwharf Quays, Portsmouth, PO1 3FB",Patisserie Valerie Productions Ltd,CR,14/02/2019,37500
177503345110,"Unit 3, Grove Road, Portsmouth, PO6 1LX",Patrizia Hanover Property Unit Trust,IF,27/03/2021,89000
177509935010,"C3, Mountbatten Business Park, Jackson Close, Portsmouth, PO6 1US",Patrizia Hanover Property Unit Trust,CW3,22/02/2021,34250
177512061110,"Ground Floor, 108, Marmion Road, Southsea, PO5 2BB",Paul Murray Investments Ltd,CS,01/09/2014,7400
177505382810,"Paulsgrove Social Club, Marsden Road, Portsmouth, PO6 4JB",Paulsgrove Social Club,CL2,01/09/2020,15500
177506525310,"27-28, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Pavers Ltd,CS,01/07/2011,27250
177511478310,"Suite G60 East Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Payment Assist Ltd,CO,21/09/2020,1875
177500091910,"Ground Floor, 89, Albert Road, Southsea, Hants, PO5 2SG",Pc Ideals Retail Ltd,CS,01/07/2009,7500
177512067610,"Unit 2.4, Central Point, Kirpal Road, Portsmouth, PO3 6FH",Peak Retreats Ltd,IF3,01/08/2014,25750
177512284910,"Units A & B, Highgrove Industrial Park, Quatremaine Road, Portsmouth, PO3 5QQ",Pearl Fitout Ltd,IF3,28/04/2016,28750
177512117310,"East Suite Block E, Ground Floor Enterprise House, Isambard Brunel Road, Portsmouth, PO1 2AW",Pearson Professional Assessments Ltd,CO,15/08/2014,13000
177505370010,"35, Marmion Road, Southsea, Hants, PO5 2AT",Pearsons Southern Ltd,CS,01/04/2007,13250
177509102410,"Pembroke Gardens Bowling Club, Pembroke Road, Portsmouth, Hants, PO1 2NR",Pembroke Gardens Bowling Club,CL2,01/04/2005,4450
177509215910,"13, St Georges Business Centre, St Georges Square, Portsmouth, PO1 3EZ",Pender Estates Ltd,CO,25/01/2021,6500
177506065710,"Fast Fit Centre, Norway Road, Portsmouth, PO3 5HT",Pendragon Motor Group Limited,IF3,01/04/2017,135000
177509963410,"599, London Road, Portsmouth, PO2 9QZ",Pendragon Motor Group Limited,CG3,01/04/2017,173000
177509879110,"S37, Central Building, Gunwharf Quays, Portsmouth, PO1 3TU",Penhaligon'S Limited,CS,13/02/2020,31000
177500058710,"Warehouse, Aspen House, Airport Service Road, Portsmouth, PO3 5RA",Penta Precision Engineering Ltd,CW,22/08/2007,19500
177506966710,"Unit 6, Cluster Industrial Estate, Rodney Road, Southsea, Hants, PO4 8ST",Pentraze Ltd,IF3,01/04/1990,12250
177503572510,"224c, Havant Road, Portsmouth, PO6 1PA",People'S Market Ltd,CS,29/03/2015,9400
177502471410,"117, Elm Grove, Southsea, Hants, PO5 1LH",Percy Harrison (Opticians) Ltd,CS,01/04/2005,9000
177507391610,"Unit 7, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Perfect Call Healthcare Ltd,IF3,01/03/2021,2400
177508741210,"115-117, Winter Road, Southsea, Hants, PO4 8DS",Perfect Skin Academy Limited,CS,25/11/2019,13750
177508741920,"Shop, 121, Winter Road, Southsea, PO4 8DS",Perfect Skin Solutions Ltd,MH,20/06/2014,13750
177503823110,"93, High Street, Cosham, Portsmouth, PO6 3AZ",Perfect Smile Cosham Ltd,CS,01/12/2016,10500
177504953110,"Maple House, 200, London Road, Portsmouth, PO2 9JE",Perfect Smile Maple House Ltd,MH,02/09/2016,17750
177590145110,"Ground Floor, 13, Edinburgh Road, Portsmouth, PO1 1DE",Perfection Nails & Beauty Salon Ltd,CS,08/08/2019,20000
177510083020,"Unit 88, Market Square, Gunwharf Quays, PO1 3FB",Perry Ellis Europe Ltd,CS,26/05/2015,86500
177500013310,"Unit 2cd, Shawcross Industrial Estate, Ackworth Road, Portsmouth, PO3 5JP",Personal details not listed,CG1,25/12/1994,13250
177500013510,"Emmerson Transport Ltd Unit 8, Shawcross Industrial Estate, Ackworth Road, Portsmouth, PO3 5HU",Personal details not listed,IF3,01/12/2015,41000
177500013710,"Adjacent Unit 24, Ordnance Court, Ackworth Road, Portsmouth, PO3 5RZ",Personal details not listed,CW1,01/04/2008,2100
177500013810,"Unit 1a, Shawcross Industrial Estate, Ackworth Road, Portsmouth, PO3 5JP",Personal details not listed,IF3,11/02/2019,9000
177500014320,"Unit 4, Shawcross Industrial Park, Ackworth Road, Portsmouth, PO3 5HU",Personal details not listed,IF3,01/02/2017,31000
177500014420,"Unit 5b, Shawcross Industrial Park, Ackworth Road, Portsmouth, PO3 5HU",Personal details not listed,IF3,01/10/2011,16000
177500014510,"Unit 5a, Shawcross Industrial Estate, Ackworth Road, Portsmouth, PO3 5HU",Personal details not listed,IF3,24/03/2021,11750
